FP74H,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74H,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74N,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74N,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74R,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74R,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74S,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74S,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74T,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74T,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74V,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74V,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74W,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74W,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP74Z,Ford,Crown Victoria,LX,0,1,221,B,4,0
HP74Z,Ford,Crown Victoria,LX,0,1,221,B,4,0
FP801,Ford,Mustang,N/A,0,1,221,BR,2,0
HP801,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80H,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80H,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80N,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80N,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80R,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80R,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80S,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80S,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80T,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80T,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80V,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80V,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80Z,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80Z,Ford,Mustang,N/A,0,1,221,BR,2,0
FP80W,Ford,Mustang,N/A,0,1,221,BR,2,0
HP80W,Ford,Mustang,N/A,0,1,221,BR,2,0
FP821,Ford,Mustang,GT,0,1,221,BR,2,0
HP821,Ford,Mustang,GT,0,1,221,BR,2,0
FP82H,Ford,Mustang,GT,0,1,221,BR,2,0
HP82H,Ford,Mustang,GT,0,1,221,BR,2,0
FP82N,Ford,Mustang,GT,0,1,221,BR,2,0
HP82N,Ford,Mustang,GT,0,1,221,BR,2,0
FP82R,Ford,Mustang,GT,0,1,221,BR,2,0
HP82R,Ford,Mustang,GT,0,1,221,BR,2,0
FP82S,Ford,Mustang,GT,0,1,221,BR,2,0
HP82S,Ford,Mustang,GT,0,1,221,BR,2,0
FP82T,Ford,Mustang,GT,0,1,221,BR,2,0
HP82T,Ford,Mustang,GT,0,1,221,BR,2,0
FP82V,Ford,Mustang,GT,0,1,221,BR,2,0
HP82V,Ford,Mustang,GT,0,1,221,BR,2,0
FP82W,Ford,Mustang,GT,0,1,221,BR,2,0
HP82W,Ford,Mustang,GT,0,1,221,BR,2,0
FP82Z,Ford,Mustang,GT,0,1,221,BR,2,0
HP82Z,Ford,Mustang,GT,0,1,221,BR,2,0
FP841,Ford,Mustang,N/A,0,1,221,CC,2,0
HP841,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84H,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84H,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84N,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84N,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84R,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84R,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84S,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84S,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84T,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84T,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84V,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84V,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84W,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84W,Ford,Mustang,N/A,0,1,221,CC,2,0
FP84Z,Ford,Mustang,N/A,0,1,221,CC,2,0
HP84Z,Ford,Mustang,N/A,0,1,221,CC,2,0
FP851,Ford,Mustang,GT,0,1,221,CC,2,0
HP851,Ford,Mustang,GT,0,1,221,CC,2,0
FP85H,Ford,Mustang,GT,0,1,221,CC,2,0
HP85H,Ford,Mustang,GT,0,1,221,CC,2,0
FP85N,Ford,Mustang,GT,0,1,221,CC,2,0
HP85N,Ford,Mustang,GT,0,1,221,CC,2,0
FP85R,Ford,Mustang,GT,0,1,221,CC,2,0
HP85R,Ford,Mustang,GT,0,1,221,CC,2,0
FP85S,Ford,Mustang,GT,0,1,221,CC,2,0
HP85S,Ford,Mustang,GT,0,1,221,CC,2,0
FP85T,Ford,Mustang,GT,0,1,221,CC,2,0
HP85T,Ford,Mustang,GT,0,1,221,CC,2,0
FP85V,Ford,Mustang,GT,0,1,221,CC,2,0
HP85V,Ford,Mustang,GT,0,1,221,CC,2,0
FP85W,Ford,Mustang,GT,0,1,221,CC,2,0
HP85W,Ford,Mustang,GT,0,1,221,CC,2,0
FP85Z,Ford,Mustang,GT,0,1,221,CC,2,0
